@relation 'all_data_pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C20-L5-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,20-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea4 + a5 + a6 + a7-NNumber legal actions-weka.filters.unsupervised.attribute.NumericToNominal-R23-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6,7-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action North-R4-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action South-R5-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action East-R6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action West-R7-weka.filters.unsupervised.attribute.AddExpression-Ea16 + a17 + a18 + a19-NTotal distance to ghosts-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a21 > 620, 1, 0)-NHigh score-weka.filters.unsupervised.attribute.NumericToNominal-R25-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,20-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,21-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,24,20,21,22,23,25-weka.filters.unsupervised.attribute.Remove-R21-22-weka.filters.unsupervised.attribute.Remove-R21'

@attribute Tick numeric
@attribute 'Pacman position X' numeric
@attribute 'Pacman position Y' numeric
@attribute 'Legal action North' {0,1}
@attribute 'Legal action South' {0,1}
@attribute 'Legal action East' {0,1}
@attribute 'Legal action West' {0,1}
@attribute 'Ghosts position 1 X' numeric
@attribute 'Ghosts position 1 Y' numeric
@attribute 'Ghosts position 2 X' numeric
@attribute 'Ghosts position 2 Y' numeric
@attribute 'Ghosts position 3 X' numeric
@attribute 'Ghosts position 3 Y' numeric
@attribute 'Ghosts position 4 X' numeric
@attribute 'Ghosts position 4 Y' numeric
@attribute 'Distance to ghost 1' numeric
@attribute 'Distance to ghost 2' numeric
@attribute 'Distance to ghost 3' numeric
@attribute 'Distance to ghost 4' numeric
@attribute 'Current score' numeric
@attribute 'High score' {0,1}
@attribute 'Pacman direction' {North,South,East,West,Stop}

@data
3,2,18,0,0,1,1,5,9,11,3,17,6,25,7,12,24,27,34,-2,0,East
4,3,18,0,0,1,1,5,9,11,3,17,6,25,7,11,23,26,33,-3,0,East
5,4,18,0,0,1,1,5,9,11,3,17,6,25,7,10,22,25,32,-4,0,East
6,3,18,0,0,1,1,5,9,11,3,17,6,25,7,11,23,26,33,-5,0,West
7,2,18,0,0,1,1,5,9,11,3,17,6,25,7,12,24,27,34,-6,0,West
8,1,18,0,1,1,0,5,9,11,3,17,6,25,7,13,25,28,35,-7,0,West
9,1,17,1,1,0,0,5,9,11,3,17,6,25,7,12,24,27,34,-8,0,South
10,1,16,1,1,1,0,5,9,11,3,17,6,25,7,11,23,26,33,-9,0,South
11,1,15,1,1,1,0,5,9,11,3,17,6,25,7,10,22,25,32,-10,0,South
12,1,14,1,1,1,0,5,9,11,3,17,6,25,7,9,21,24,31,-11,0,South
13,1,13,1,1,0,0,5,9,11,3,17,6,25,7,8,20,23,30,-12,0,South
14,1,12,1,1,1,0,5,9,11,3,17,6,25,7,7,19,22,29,-13,0,South
15,1,11,1,1,0,0,5,9,11,3,17,6,25,7,6,18,21,28,-14,0,South
16,1,10,1,1,0,0,5,9,11,3,17,6,25,7,5,17,20,27,-15,0,South
17,1,9,1,1,0,0,5,9,11,3,17,6,25,7,4,16,19,26,-16,0,South
18,1,8,1,1,0,0,5,9,11,3,17,6,25,7,5,15,18,25,-17,0,South
19,1,7,1,1,0,0,5,9,11,3,17,6,25,7,6,14,17,24,-18,0,South
20,1,6,1,1,1,0,5,9,11,3,17,6,25,7,7,13,16,25,-19,0,South
21,2,6,0,1,1,1,5,9,11,3,17,6,25,7,6,12,15,24,-20,0,East
22,3,6,1,1,1,1,5,9,11,3,17,6,25,7,5,11,14,23,-21,0,East
23,4,6,1,1,1,1,5,9,11,3,17,6,25,7,4,10,13,22,-22,0,East
24,5,6,1,1,1,1,5,9,11,3,17,6,25,7,3,9,12,21,-23,0,East
25,5,7,1,1,1,1,5,9,11,3,17,6,25,7,2,10,13,20,-24,0,North
26,5,8,1,1,1,1,5,9,11,3,17,6,25,7,1,11,14,21,-25,0,North
27,5,9,1,1,1,1,1,1,11,3,17,6,25,7,?,12,15,22,174,0,North
28,5,8,1,1,1,1,1,1,11,3,17,6,25,7,?,11,14,21,173,0,South
29,5,7,1,1,1,1,1,1,11,3,17,6,25,7,?,10,13,20,172,0,South
30,5,6,1,1,1,1,1,1,11,3,17,6,25,7,?,9,12,21,171,0,South
31,5,5,1,1,0,1,1,1,11,3,17,6,25,7,?,8,13,22,170,0,South
32,5,4,1,1,0,1,1,1,11,3,17,6,25,7,?,7,14,23,169,0,South
33,5,3,1,0,1,1,1,1,11,3,17,6,25,7,?,6,15,24,168,0,South
34,6,3,0,0,1,1,1,1,11,3,17,6,25,7,?,5,14,23,167,0,East
35,7,3,0,0,1,1,1,1,11,3,17,6,25,7,?,4,13,22,166,0,East
36,8,3,1,0,1,1,1,1,11,3,17,6,25,7,?,3,12,21,165,0,East
37,9,3,1,0,1,1,1,1,11,3,17,6,25,7,?,2,11,20,164,0,East
38,10,3,1,0,1,1,1,1,11,3,17,6,25,7,?,1,10,19,163,0,East
39,10,4,1,1,1,1,1,1,11,3,17,6,25,7,?,2,9,18,162,0,North
40,10,5,1,1,1,1,1,1,11,3,17,6,25,7,?,3,8,17,161,0,North
41,10,6,1,1,1,1,1,1,11,3,17,6,25,7,?,4,7,16,160,0,North
42,10,5,1,1,1,1,1,1,11,3,17,6,25,7,?,3,8,17,159,0,South
43,11,5,1,1,0,1,1,1,11,3,17,6,25,7,?,2,7,16,158,0,East
44,11,5,1,1,0,1,1,1,11,3,17,6,25,7,?,2,7,16,157,0,East
45,11,4,1,1,0,1,1,1,11,3,17,6,25,7,?,1,8,17,156,0,South
46,11,3,1,0,0,1,1,1,3,1,17,6,25,7,?,?,9,18,355,0,South
47,11,3,1,0,0,1,1,1,3,1,17,6,25,7,?,?,9,18,354,0,South
48,11,4,1,1,0,1,1,1,3,1,17,6,25,7,?,?,8,17,353,0,North
49,11,5,1,1,0,1,1,1,3,1,17,6,25,7,?,?,7,16,352,0,North
50,11,6,1,1,0,1,1,1,3,1,17,6,25,7,?,?,6,15,351,0,North
51,11,7,1,1,0,1,1,1,3,1,17,6,25,7,?,?,7,14,350,0,North
52,11,8,1,1,0,1,1,1,3,1,17,6,25,7,?,?,8,15,349,0,North
53,11,9,1,1,0,1,1,1,3,1,17,6,25,7,?,?,9,16,348,0,North
54,11,10,1,1,0,1,1,1,3,1,17,6,25,7,?,?,10,17,347,0,North
55,11,11,1,1,0,1,1,1,3,1,17,6,25,7,?,?,11,18,346,0,North
56,11,12,0,1,1,1,1,1,3,1,17,6,25,7,?,?,12,19,345,0,North
57,12,12,0,0,1,1,1,1,3,1,17,6,25,7,?,?,11,18,344,0,East
58,13,12,0,1,1,1,1,1,3,1,17,6,25,7,?,?,10,17,343,0,East
59,13,11,1,1,1,0,1,1,3,1,17,6,25,7,?,?,9,16,342,0,South
60,13,10,1,1,1,0,1,1,3,1,17,6,25,7,?,?,8,15,341,0,South
61,13,9,1,1,1,0,1,1,3,1,17,6,25,7,?,?,7,14,340,0,South
62,13,8,1,1,1,0,1,1,3,1,17,6,25,7,?,?,6,13,339,0,South
63,13,7,1,1,1,0,1,1,3,1,17,6,25,7,?,?,5,12,338,0,South
64,13,6,1,1,1,0,1,1,3,1,17,6,25,7,?,?,4,13,337,0,South
65,14,6,1,1,1,1,1,1,3,1,17,6,25,7,?,?,3,12,336,0,East
66,15,6,0,0,1,1,1,1,3,1,17,6,25,7,?,?,2,11,335,0,East
67,16,6,0,0,1,1,1,1,3,1,17,6,25,7,?,?,1,10,334,0,East
68,17,6,0,1,1,1,1,1,3,1,5,1,25,7,?,?,?,9,533,0,East
69,18,6,0,1,1,1,1,1,3,1,5,1,25,7,?,?,?,8,532,0,East
70,19,6,0,1,1,1,1,1,3,1,5,1,25,7,?,?,?,7,531,0,East
71,20,6,0,1,1,1,1,1,3,1,5,1,25,7,?,?,?,6,530,0,East
72,21,6,0,0,1,1,1,1,3,1,5,1,25,7,?,?,?,5,529,0,East
73,22,6,0,0,1,1,1,1,3,1,5,1,25,7,?,?,?,4,528,0,East
74,23,6,1,1,1,1,1,1,3,1,5,1,25,7,?,?,?,3,527,0,East
75,24,6,1,1,1,1,1,1,3,1,5,1,25,7,?,?,?,2,526,0,East
5,2,18,0,0,1,1,6,10,10,5,17,4,26,7,12,21,29,34,-4,0,East
6,3,18,0,0,1,1,6,9,10,6,17,4,26,8,12,19,28,32,-5,0,East
7,4,18,0,0,1,1,5,9,10,6,17,3,25,8,10,18,28,30,-6,0,East
8,5,18,0,0,1,1,6,9,10,7,17,4,24,8,10,16,26,30,-7,0,East
9,6,18,0,0,1,1,6,10,11,7,18,4,25,8,8,16,26,30,-8,0,East
10,7,18,0,0,1,1,5,10,11,7,17,4,26,8,10,15,24,28,-9,0,East
11,8,18,0,0,1,1,4,10,10,7,17,3,26,9,12,13,24,27,-10,0,East
12,9,18,0,0,1,1,3,10,10,6,18,3,26,9,14,13,24,25,-11,0,East
13,10,18,0,0,1,1,3,10,10,6,18,3,25,9,15,12,23,23,-12,0,East
14,11,18,0,0,1,1,3,9,10,7,19,3,25,10,17,12,23,21,-13,0,East
15,12,18,0,0,1,1,3,9,11,7,20,3,24,10,18,12,23,20,-14,0,East
16,13,18,0,0,1,1,3,8,11,7,20,4,24,10,20,13,21,20,-15,0,East
17,14,18,0,1,1,1,3,8,11,6,19,4,24,9,21,15,19,18,-16,0,East
18,14,17,1,1,1,0,4,8,11,7,18,4,24,10,19,13,17,18,-17,0,South
19,14,16,1,1,1,1,4,7,11,7,18,4,24,9,19,12,16,18,-18,0,South
20,14,15,1,1,1,1,4,8,11,6,18,3,25,9,17,12,16,17,-19,0,South
21,14,14,1,1,1,1,4,9,11,7,18,3,25,9,15,10,15,17,-20,0,South
22,14,13,1,1,0,0,5,9,11,6,18,3,25,8,13,10,14,17,-21,0,South
23,14,12,1,1,1,1,5,8,11,6,17,3,25,7,13,9,12,17,-22,0,South
24,15,12,0,1,1,1,5,9,10,6,17,3,25,6,13,11,11,16,-23,0,East
25,16,12,0,1,1,1,4,9,11,6,17,4,25,6,15,11,9,14,-24,0,East
26,16,11,1,1,1,1,4,10,11,6,16,4,25,7,13,10,7,14,-25,0,South
27,17,11,1,1,1,1,4,9,11,5,17,4,26,7,15,12,7,14,-26,0,East
28,18,11,1,1,1,1,4,8,11,4,17,5,27,7,17,14,7,14,-27,0,East
29,18,10,1,0,1,1,4,9,10,4,17,6,27,6,15,14,5,14,-28,0,South
30,19,10,1,0,1,1,4,9,10,5,16,6,28,6,16,14,7,13,-29,0,East
31,20,10,1,0,1,1,3,9,11,5,17,6,28,6,18,14,7,11,-30,0,East
32,21,10,0,0,1,1,4,9,10,5,16,6,28,7,18,16,9,11,-31,0,East
33,22,10,1,0,1,1,4,8,10,4,15,6,28,6,20,18,11,10,-32,0,East
34,23,10,1,1,1,1,3,8,10,3,14,6,28,6,22,20,13,10,-33,0,East
35,24,10,1,1,1,1,3,9,11,3,13,6,28,5,22,20,15,9,-34,0,East
36,25,10,1,1,1,1,3,8,11,3,14,6,28,5,24,21,15,7,-35,0,East
37,26,10,1,1,1,1,4,8,11,4,14,5,28,6,24,21,17,5,-36,0,East
38,27,10,1,1,1,1,3,8,11,3,14,6,27,6,26,23,17,5,-37,0,East
39,27,9,1,1,1,1,4,8,11,4,15,6,26,6,24,21,15,5,-38,0,South
40,27,8,1,1,1,1,3,8,11,4,16,6,25,6,24,20,13,5,-39,0,South
41,26,8,1,1,1,1,3,7,10,4,15,6,25,5,24,20,13,4,-40,0,West
42,25,8,1,1,1,1,3,6,11,4,16,6,25,5,24,18,11,2,-41,0,West
43,25,7,1,1,1,1,3,7,11,4,16,6,25,6,22,17,10,?,158,0,South
44,25,6,1,1,1,1,4,7,11,4,15,6,7,1,22,16,10,?,157,0,South
45,25,5,1,1,1,1,3,7,10,4,15,6,7,1,24,16,11,?,156,0,South
46,24,5,1,1,1,1,4,7,9,4,14,6,7,1,22,16,11,?,155,0,West
47,23,5,1,1,1,0,4,8,9,3,15,6,7,1,22,16,9,?,154,0,West
48,23,6,1,1,1,1,4,9,9,4,16,6,7,1,22,16,7,?,153,0,North
49,22,6,0,0,1,1,4,9,9,5,16,6,7,1,21,14,6,?,152,0,West
50,21,6,0,0,1,1,3,9,8,5,17,6,7,1,21,14,4,?,151,0,West
51,20,6,0,1,1,1,4,9,8,5,17,6,7,1,19,13,3,?,150,0,West
52,19,6,0,1,1,1,3,9,8,5,16,6,7,1,19,12,3,?,149,0,West
53,18,6,0,1,1,1,3,10,9,5,16,6,7,1,19,10,2,?,148,0,West
54,17,6,0,1,1,1,3,9,9,4,16,6,7,1,17,10,1,?,147,0,West
55,16,6,0,0,1,1,3,8,9,5,5,1,7,1,15,8,?,?,346,0,West
56,15,6,0,0,1,1,3,8,9,5,5,1,7,1,14,7,?,?,345,0,West
57,14,6,1,1,1,1,4,8,9,4,5,1,7,1,12,7,?,?,344,0,West
58,13,6,1,1,1,0,4,8,9,5,5,1,7,1,11,5,?,?,343,0,West
59,13,7,1,1,1,0,4,7,10,5,5,1,7,1,9,5,?,?,342,0,North
60,13,8,1,1,1,0,4,7,10,5,5,1,7,1,10,6,?,?,341,0,North
61,13,9,1,1,1,0,4,6,10,4,5,1,7,1,12,8,?,?,340,0,North
62,13,10,1,1,1,0,5,6,10,4,5,1,7,1,12,9,?,?,339,0,North
63,13,11,1,1,1,0,4,6,9,4,5,1,7,1,14,11,?,?,338,0,North
64,13,10,1,1,1,0,5,6,9,3,5,1,7,1,12,11,?,?,337,0,South
65,13,9,1,1,1,0,6,6,9,4,5,1,7,1,10,9,?,?,336,0,South
66,13,8,1,1,1,0,7,6,10,4,5,1,7,1,8,7,?,?,335,0,South
67,13,9,1,1,1,0,6,6,11,4,5,1,7,1,10,7,?,?,334,0,North
68,13,10,1,1,1,0,7,6,10,4,5,1,7,1,10,9,?,?,333,0,North
69,13,11,1,1,1,0,7,6,10,4,5,1,7,1,11,10,?,?,332,0,North
70,13,12,0,1,1,1,6,6,10,4,5,1,7,1,13,11,?,?,331,0,North
71,12,12,0,0,1,1,6,6,11,4,5,1,7,1,12,9,?,?,330,0,West
72,11,12,0,1,1,1,5,6,10,4,5,1,7,1,12,9,?,?,329,0,West
73,11,11,1,1,0,1,6,6,10,4,5,1,7,1,10,8,?,?,328,0,South
74,11,10,1,1,0,1,7,6,9,4,5,1,7,1,8,8,?,?,327,0,South
75,11,9,1,1,0,1,8,6,9,3,5,1,7,1,6,8,?,?,326,0,South
76,11,8,1,1,0,1,9,6,9,3,5,1,7,1,4,7,?,?,325,0,South
77,11,7,1,1,0,1,9,6,10,3,5,1,7,1,3,5,?,?,324,0,South
78,11,6,1,1,0,1,8,6,10,4,5,1,7,1,3,3,?,?,323,0,South
79,11,5,1,1,0,1,7,6,10,3,5,1,7,1,5,3,?,?,322,0,South
80,10,5,1,1,1,1,7,6,10,4,5,1,7,1,4,1,?,?,321,0,West
81,9,5,1,1,1,1,8,6,10,3,5,1,7,1,2,3,?,?,320,0,West
82,8,5,1,1,1,0,8,6,9,3,5,1,7,1,1,3,?,?,319,0,West
83,8,4,1,1,1,0,7,6,9,3,5,1,7,1,3,2,?,?,318,0,South
84,9,4,1,1,1,1,7,6,10,3,5,1,7,1,4,2,?,?,317,0,East
85,10,4,1,1,1,1,7,6,9,3,5,1,7,1,5,2,?,?,316,0,East
86,10,3,1,0,1,1,7,6,8,3,5,1,7,1,6,2,?,?,315,0,South
87,10,3,1,0,1,1,8,6,9,3,5,1,7,1,5,1,?,?,314,0,South
88,9,3,1,0,1,1,8,7,3,1,5,1,7,1,5,?,?,?,513,0,West
89,8,3,1,0,1,1,8,6,3,1,5,1,7,1,3,?,?,?,512,0,West
90,8,4,1,1,1,0,7,6,3,1,5,1,7,1,3,?,?,?,511,0,North
4,2,18,0,0,1,1,6,8,11,6,17,5,24,6,14,21,28,35,-3,0,East
5,3,18,0,0,1,1,5,8,11,5,17,5,25,6,12,21,27,35,-4,0,East
6,4,18,0,0,1,1,4,8,11,4,17,6,26,6,10,21,25,33,-5,0,East
7,3,18,0,0,1,1,3,8,11,4,17,6,26,7,10,22,26,35,-6,0,West
8,2,18,0,0,1,1,3,7,11,5,18,6,26,6,12,22,28,37,-7,0,West
9,1,18,0,1,1,0,3,6,10,5,17,6,26,5,14,22,28,37,-8,0,West
10,1,17,1,1,0,0,4,6,10,5,17,5,26,6,14,21,28,36,-9,0,South
11,1,16,1,1,1,0,4,5,10,5,17,5,26,6,14,20,27,35,-10,0,South
12,1,15,1,1,1,0,3,5,10,5,17,5,26,6,12,19,26,35,-11,0,South
13,1,14,1,1,1,0,3,6,10,6,17,6,27,6,10,17,24,34,-12,0,South
14,1,13,1,1,0,0,2,6,10,5,17,6,27,6,8,17,23,32,-13,0,South
15,1,12,1,1,1,0,3,6,10,5,16,6,27,7,8,16,21,31,-14,0,South
16,1,11,1,1,0,0,3,7,10,6,16,6,27,7,6,14,20,29,-15,0,South
17,1,10,1,1,0,0,3,8,10,5,16,6,26,7,4,14,19,27,-16,0,South
18,1,9,1,1,0,0,3,9,10,6,15,6,26,8,2,12,17,27,-17,0,South
19,1,8,1,1,0,0,4,9,10,5,16,6,26,7,4,12,17,27,-18,0,South
20,1,7,1,1,0,0,4,8,10,6,16,6,27,7,4,10,16,27,-19,0,South
21,1,6,1,1,1,0,5,8,10,5,17,6,27,6,6,10,16,25,-20,0,South
22,2,6,0,1,1,1,6,8,11,5,17,6,26,6,6,10,15,24,-21,0,East
23,3,6,1,1,1,1,5,8,11,6,17,5,26,6,4,8,15,23,-22,0,East
24,3,7,1,1,1,0,6,8,10,6,17,4,26,6,4,8,17,25,-23,0,North
25,4,7,1,1,1,1,6,7,10,5,17,5,26,5,2,8,15,23,-24,0,East
26,5,7,1,1,1,1,1,1,10,4,18,5,26,6,?,8,15,21,175,0,East
27,5,8,1,1,1,1,1,1,10,5,18,5,26,7,?,8,16,21,174,0,North
28,6,8,1,1,0,1,1,1,10,6,17,5,25,7,?,6,14,19,173,0,East
29,6,7,1,1,0,1,1,1,10,7,17,4,24,7,?,4,14,19,172,0,South
30,6,6,1,0,1,1,1,1,11,7,17,3,24,6,?,6,14,19,171,0,South
31,7,6,0,0,1,1,1,1,11,8,17,4,25,6,?,6,12,18,170,0,East
32,8,6,1,1,1,1,1,1,11,7,17,5,25,6,?,4,10,17,169,0,East
33,9,6,1,1,1,1,1,1,10,7,17,5,25,6,?,2,9,16,168,0,East
34,10,6,1,1,1,1,1,1,10,7,17,6,25,6,?,1,7,16,167,0,East
35,10,7,1,1,1,1,1,1,3,1,18,6,25,7,?,?,9,14,366,0,North
36,10,8,1,1,1,1,1,1,3,1,19,6,24,7,?,?,11,16,365,0,North
37,10,9,1,1,1,1,1,1,3,1,19,5,25,7,?,?,13,18,364,0,North
38,11,9,1,1,0,1,1,1,3,1,19,4,25,6,?,?,13,16,363,0,East
39,11,9,1,1,0,1,1,1,3,1,19,5,25,7,?,?,12,17,362,0,East
40,11,10,1,1,0,1,1,1,3,1,18,5,25,6,?,?,12,19,361,0,North
41,11,11,1,1,0,1,1,1,3,1,17,5,26,6,?,?,12,20,360,0,North
42,11,12,0,1,1,1,1,1,3,1,17,6,26,6,?,?,12,22,359,0,North
43,12,12,0,0,1,1,1,1,3,1,17,6,26,5,?,?,11,21,358,0,East
44,13,12,0,1,1,1,1,1,3,1,17,6,26,5,?,?,10,21,357,0,East
45,14,12,1,1,1,1,1,1,3,1,17,5,26,4,?,?,10,21,356,0,East
46,14,11,1,1,1,1,1,1,3,1,18,5,27,4,?,?,10,20,355,0,South
47,14,10,1,1,1,1,1,1,3,1,19,5,27,4,?,?,10,20,354,0,South
48,14,9,1,1,0,1,1,1,3,1,19,4,27,3,?,?,10,20,353,0,South
49,14,8,1,1,1,1,1,1,3,1,18,4,28,3,?,?,8,18,352,0,South
50,15,8,0,0,1,1,1,1,3,1,18,5,27,3,?,?,6,16,351,0,East
51,16,8,0,0,1,1,1,1,3,1,18,6,27,4,?,?,4,16,350,0,East
52,17,8,0,0,1,1,1,1,3,1,19,6,28,4,?,?,4,14,349,0,East
53,18,8,0,0,1,1,1,1,3,1,19,6,28,5,?,?,3,13,348,0,East
54,19,8,0,0,1,1,1,1,3,1,20,6,28,5,?,?,3,12,347,0,East
55,20,8,0,0,1,1,1,1,3,1,21,6,28,5,?,?,3,12,346,0,East
56,21,8,0,0,1,1,1,1,3,1,22,6,28,4,?,?,3,10,345,0,East
57,22,8,0,0,1,1,1,1,3,1,23,6,28,5,?,?,3,8,344,0,East
58,23,8,1,1,1,1,1,1,3,1,24,6,27,5,?,?,3,7,343,0,East
59,23,7,1,1,1,0,1,1,3,1,25,6,27,5,?,?,3,6,342,0,South
60,23,6,1,1,1,1,1,1,3,1,25,5,27,5,?,?,3,6,341,0,South
61,23,5,1,1,1,0,1,1,3,1,25,6,28,5,?,?,3,6,340,0,South
62,24,5,1,1,1,1,1,1,3,1,26,6,28,4,?,?,3,5,339,0,East
63,25,5,1,1,1,1,1,1,3,1,26,7,28,4,?,?,3,3,338,0,East
64,25,6,1,1,1,1,1,1,3,1,26,7,27,4,?,?,2,5,337,0,North
65,26,6,1,1,1,1,1,1,3,1,26,8,28,4,?,?,2,3,336,0,East
66,27,6,1,1,1,1,1,1,3,1,26,7,27,4,?,?,2,3,335,0,East
67,28,6,1,1,0,1,1,1,3,1,27,7,27,3,?,?,2,4,334,0,East
68,28,7,1,1,0,1,1,1,3,1,27,8,27,3,?,?,2,4,333,0,North
69,27,7,1,1,1,1,1,1,3,1,26,8,27,4,?,?,2,4,332,0,West
70,26,7,1,1,1,1,1,1,3,1,5,1,28,4,?,?,?,6,531,0,West
71,26,6,1,1,1,1,1,1,3,1,5,1,28,3,?,?,?,6,530,0,South
72,26,5,1,1,1,1,1,1,3,1,5,1,28,2,?,?,?,4,529,0,South
73,26,4,1,1,1,1,1,1,3,1,5,1,28,3,?,?,?,2,528,0,South
3,2,18,0,0,1,1,5,9,10,3,18,5,25,8,12,23,29,33,-2,0,East
4,3,18,0,0,1,1,5,9,9,3,18,6,25,8,11,21,27,31,-3,0,East
5,4,18,0,0,1,1,5,8,9,4,19,6,24,8,11,19,27,31,-4,0,East
6,3,18,0,0,1,1,4,8,10,4,19,5,25,8,11,21,29,33,-5,0,West
7,2,18,0,0,1,1,5,8,11,4,18,5,26,8,13,23,29,33,-6,0,West
8,1,18,0,1,1,0,4,8,11,4,18,6,26,9,13,24,29,33,-7,0,West
9,1,17,1,1,0,0,5,8,10,4,17,6,26,10,13,22,27,32,-8,0,South
10,1,16,1,1,1,0,5,8,10,3,17,5,26,10,12,22,27,32,-9,0,South
11,1,15,1,1,1,0,4,8,11,3,17,6,27,10,10,22,25,30,-10,0,South
12,1,14,1,1,1,0,3,8,11,3,17,6,27,11,8,21,24,29,-11,0,South
13,1,13,1,1,0,0,3,9,11,3,17,5,27,11,6,20,24,27,-12,0,South
14,1,12,1,1,1,0,4,9,10,3,17,4,26,11,6,18,24,25,-13,0,South
15,1,11,1,1,0,0,4,9,10,4,17,4,26,12,5,16,23,25,-14,0,South
16,1,10,1,1,0,0,4,9,9,4,17,3,26,11,4,14,23,26,-15,0,South
17,1,9,1,1,0,0,3,9,10,4,16,3,26,11,2,14,21,27,-16,0,South
18,1,8,1,1,0,0,3,8,9,4,15,3,26,11,2,12,19,29,-17,0,South
19,1,7,1,1,0,0,4,8,9,3,15,3,27,11,4,12,18,31,-18,0,South
20,1,6,1,1,1,0,5,8,9,4,15,4,28,11,6,10,16,31,-19,0,South
21,2,6,0,1,1,1,5,9,9,5,15,3,27,11,6,8,16,31,-20,0,East
22,3,6,1,1,1,1,5,10,9,4,15,4,27,12,6,8,14,31,-21,0,East
23,4,6,1,1,1,1,5,9,9,5,16,4,28,12,4,6,14,30,-22,0,East
24,5,6,1,1,1,1,6,9,9,5,17,4,28,12,4,5,14,28,-23,0,East
25,6,6,1,0,1,1,5,9,9,6,16,4,27,12,4,3,12,28,-24,0,East
26,6,7,1,1,0,1,5,8,8,6,16,3,27,13,2,3,14,26,-25,0,North
27,6,8,1,1,0,1,5,9,8,7,15,3,27,12,2,3,14,26,-26,0,North
28,5,8,1,1,1,1,6,9,8,8,15,4,27,13,2,3,14,26,-27,0,West
29,4,8,1,1,1,1,6,8,8,9,16,4,26,13,2,5,16,28,-28,0,West
30,4,9,1,1,1,1,6,7,8,9,16,3,26,14,4,4,18,28,-29,0,North
31,5,9,1,1,1,1,6,6,8,8,15,3,27,14,4,4,16,26,-30,0,East
32,6,9,1,1,0,1,7,6,9,8,15,4,26,14,4,4,14,26,-31,0,East
33,6,8,1,1,0,1,8,6,9,7,15,4,26,15,4,4,13,26,-32,0,South
34,6,7,1,1,0,1,7,6,9,6,15,4,25,15,2,4,12,26,-33,0,South
35,6,6,1,0,1,1,7,6,9,6,15,3,24,15,1,3,12,26,-34,0,South
36,7,6,0,0,1,1,1,1,10,6,15,3,24,14,?,3,11,25,165,0,East
37,8,6,1,1,1,1,1,1,10,5,15,3,24,14,?,3,10,23,164,0,East
38,9,6,1,1,1,1,1,1,10,6,15,3,23,14,?,1,9,21,163,0,East
39,10,6,1,1,1,1,1,1,3,1,15,4,22,14,?,?,7,20,362,0,East
40,11,6,1,1,0,1,1,1,3,1,14,4,22,14,?,?,5,20,361,0,East
41,11,7,1,1,0,1,1,1,3,1,14,3,22,15,?,?,7,20,360,0,North
42,11,8,1,1,0,1,1,1,3,1,14,4,23,15,?,?,7,20,359,0,North
43,11,9,1,1,0,1,1,1,3,1,15,4,24,15,?,?,9,20,358,0,North
44,11,10,1,1,0,1,1,1,3,1,15,4,24,16,?,?,10,18,357,0,North
45,11,11,1,1,0,1,1,1,3,1,16,4,23,16,?,?,12,16,356,0,North
46,11,12,0,1,1,1,1,1,3,1,16,4,23,15,?,?,13,16,355,0,North
47,12,12,0,0,1,1,1,1,3,1,16,3,23,16,?,?,13,14,354,0,East
48,13,12,0,1,1,1,1,1,3,1,16,4,23,15,?,?,11,14,353,0,East
49,13,11,1,1,1,0,1,1,3,1,15,4,23,16,?,?,9,15,352,0,South
50,13,10,1,1,1,0,1,1,3,1,14,4,23,16,?,?,7,17,351,0,South
51,13,9,1,1,1,0,1,1,3,1,15,4,24,16,?,?,7,19,350,0,South
52,13,8,1,1,1,0,1,1,3,1,14,4,25,16,?,?,5,20,349,0,South
53,13,7,1,1,1,0,1,1,3,1,14,3,25,16,?,?,5,22,348,0,South
54,13,6,1,1,1,0,1,1,3,1,13,3,26,16,?,?,3,22,347,0,South
55,13,5,1,1,1,0,1,1,3,1,13,4,26,15,?,?,1,24,346,0,South
56,13,4,1,1,1,0,1,1,3,1,5,1,26,16,?,?,?,24,545,0,South
57,13,3,1,0,1,0,1,1,3,1,5,1,25,16,?,?,?,26,544,0,South
58,13,4,1,1,1,0,1,1,3,1,5,1,26,16,?,?,?,24,543,0,North
59,13,5,1,1,1,0,1,1,3,1,5,1,25,16,?,?,?,22,542,0,North
