@relation 'all_data_pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C20-L5-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,20-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea4 + a5 + a6 + a7-NNumber legal actions-weka.filters.unsupervised.attribute.NumericToNominal-R23-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6,7-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action North-R4-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action South-R5-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action East-R6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action West-R7-weka.filters.unsupervised.attribute.AddExpression-Ea16 + a17 + a18 + a19-NTotal distance to ghosts-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a21 > 620, 1, 0)-NHigh score-weka.filters.unsupervised.attribute.NumericToNominal-R25-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,20-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,21-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,24,20,21,22,23,25-weka.filters.unsupervised.attribute.Remove-R21-22-weka.filters.unsupervised.attribute.Remove-R21'

@attribute Tick numeric
@attribute 'Pacman position X' numeric
@attribute 'Pacman position Y' numeric
@attribute 'Legal action North' {0,1}
@attribute 'Legal action South' {0,1}
@attribute 'Legal action East' {0,1}
@attribute 'Legal action West' {0,1}
@attribute 'Ghosts position 1 X' numeric
@attribute 'Ghosts position 1 Y' numeric
@attribute 'Ghosts position 2 X' numeric
@attribute 'Ghosts position 2 Y' numeric
@attribute 'Ghosts position 3 X' numeric
@attribute 'Ghosts position 3 Y' numeric
@attribute 'Ghosts position 4 X' numeric
@attribute 'Ghosts position 4 Y' numeric
@attribute 'Distance to ghost 1' numeric
@attribute 'Distance to ghost 2' numeric
@attribute 'Distance to ghost 3' numeric
@attribute 'Distance to ghost 4' numeric
@attribute 'Current score' numeric
@attribute 'High score' {0,1}
@attribute 'Pacman direction' {North,South,East,West,Stop}

@data
61,11,4,1,1,0,1,1,1,3,1,15,3,24,14,?,?,5,24,340,0,East
62,11,4,1,1,0,1,1,1,3,1,15,3,25,14,?,?,5,23,339,0,East
63,11,4,1,1,0,1,1,1,3,1,15,3,25,13,?,?,5,24,338,0,East
64,11,4,1,1,0,1,1,1,3,1,15,4,25,14,?,?,4,23,337,0,East
65,11,4,1,1,0,1,1,1,3,1,15,4,25,13,?,?,4,24,336,0,East
66,11,5,1,1,0,1,1,1,3,1,16,4,25,14,?,?,6,24,335,0,North
67,11,6,1,1,0,1,1,1,3,1,17,4,25,15,?,?,8,23,334,0,North
68,11,7,1,1,0,1,1,1,3,1,17,5,25,15,?,?,8,21,333,0,North
69,11,8,1,1,0,1,1,1,3,1,17,6,24,15,?,?,8,21,332,0,North
70,11,9,1,1,0,1,1,1,3,1,18,6,24,16,?,?,10,19,331,0,North
71,11,10,1,1,0,1,1,1,3,1,17,6,23,16,?,?,10,17,330,0,North
72,11,11,1,1,0,1,1,1,3,1,17,5,23,15,?,?,12,15,329,0,North
73,11,12,0,1,1,1,1,1,3,1,18,5,22,15,?,?,14,13,328,0,North
74,11,12,0,1,1,1,1,1,3,1,18,4,22,14,?,?,15,14,327,0,North
75,11,12,0,1,1,1,1,1,3,1,17,4,22,15,?,?,14,14,326,0,North
76,12,12,0,0,1,1,1,1,3,1,17,5,22,15,?,?,12,14,325,0,East
77,13,12,0,1,1,1,1,1,3,1,17,4,23,15,?,?,12,14,324,0,East
78,13,11,1,1,1,0,1,1,3,1,16,4,24,15,?,?,10,16,323,0,South
79,13,10,1,1,1,0,1,1,3,1,17,4,25,15,?,?,10,16,322,0,South
80,13,9,1,1,1,0,1,1,3,1,17,3,24,15,?,?,10,17,321,0,South
81,13,8,1,1,1,0,1,1,3,1,17,3,24,15,?,?,9,17,320,0,South
82,14,8,1,1,1,1,1,1,3,1,16,3,23,15,?,?,7,15,319,0,East
83,14,7,1,1,0,1,1,1,3,1,16,4,22,15,?,?,5,15,318,0,South
84,14,6,1,1,1,1,1,1,3,1,17,4,21,15,?,?,5,15,317,0,South
85,14,5,1,1,0,1,1,1,3,1,17,3,20,15,?,?,5,16,316,0,South
86,14,4,1,1,1,1,1,1,3,1,17,4,20,15,?,?,3,18,315,0,South
87,15,4,0,1,1,1,1,1,3,1,17,5,21,15,?,?,3,17,314,0,East
88,16,4,0,1,1,1,1,1,3,1,17,4,21,15,?,?,1,16,313,0,East
89,17,4,1,1,1,1,1,1,3,1,5,1,21,15,?,?,?,14,512,0,East
90,17,5,1,1,1,0,1,1,3,1,5,1,20,15,?,?,?,13,511,0,North
91,18,5,1,1,1,1,1,1,3,1,5,1,20,15,?,?,?,11,510,0,East
92,19,5,1,1,1,1,1,1,3,1,5,1,20,14,?,?,?,11,509,0,East
93,19,6,0,1,1,1,1,1,3,1,5,1,20,15,?,?,?,11,508,0,North
94,20,6,0,1,1,1,1,1,3,1,5,1,21,15,?,?,?,11,507,0,East
95,21,6,0,0,1,1,1,1,3,1,5,1,22,15,?,?,?,9,506,0,East
96,22,6,0,0,1,1,1,1,3,1,5,1,22,14,?,?,?,9,505,0,East
97,23,6,1,1,1,1,1,1,3,1,5,1,22,15,?,?,?,11,504,0,East
98,24,6,1,1,1,1,1,1,3,1,5,1,21,15,?,?,?,13,503,0,East
99,24,7,1,1,1,1,1,1,3,1,5,1,21,16,?,?,?,11,502,0,North
100,24,8,1,1,1,1,1,1,3,1,5,1,21,15,?,?,?,11,501,0,North
101,24,9,1,1,1,1,1,1,3,1,5,1,21,16,?,?,?,11,500,0,North
102,24,10,1,1,1,1,1,1,3,1,5,1,20,16,?,?,?,9,499,0,North
103,24,11,0,1,1,1,1,1,3,1,5,1,21,16,?,?,?,7,498,0,North
104,23,11,0,1,1,1,1,1,3,1,5,1,22,16,?,?,?,6,497,0,West
105,22,11,0,1,1,0,1,1,3,1,5,1,22,16,?,?,?,4,496,0,West
106,22,11,0,1,1,0,1,1,3,1,5,1,22,15,?,?,?,4,495,0,West
107,22,10,1,0,1,1,1,1,3,1,5,1,22,15,?,?,?,6,494,0,South
108,21,10,0,0,1,1,1,1,3,1,5,1,23,15,?,?,?,6,493,0,West
109,20,10,1,0,1,1,1,1,3,1,5,1,23,14,?,?,?,6,492,0,West
110,20,11,1,1,0,1,1,1,3,1,5,1,22,14,?,?,?,5,491,0,North
111,20,12,1,1,0,1,1,1,3,1,5,1,22,14,?,?,?,3,490,0,North
112,20,13,1,1,0,1,1,1,3,1,5,1,22,13,?,?,?,3,489,0,North
113,20,14,1,1,0,1,1,1,3,1,5,1,23,13,?,?,?,3,488,0,North
114,20,15,1,1,1,0,1,1,3,1,5,1,23,14,?,?,?,5,487,0,North
115,21,15,1,0,1,1,1,1,3,1,5,1,24,14,?,?,?,3,486,0,East
116,22,15,1,1,1,1,1,1,3,1,5,1,23,14,?,?,?,3,485,0,East
117,23,15,1,1,1,1,1,1,3,1,5,1,24,14,?,?,?,2,484,0,East
118,23,14,1,1,1,1,1,1,3,1,5,1,24,14,?,?,?,2,483,0,South
119,23,13,1,0,0,1,1,1,3,1,5,1,24,15,?,?,?,3,482,0,South
3,2,18,0,0,1,1,5,9,11,3,17,6,25,13,12,24,27,28,-2,0,East
4,3,18,0,0,1,1,5,8,11,3,17,6,25,13,12,23,26,26,-3,0,East
5,4,18,0,0,1,1,5,7,11,4,17,5,25,14,12,21,26,26,-4,0,East
6,3,18,0,0,1,1,5,6,11,5,17,6,25,13,14,21,26,27,-5,0,West
7,2,18,0,0,1,1,5,5,11,6,16,6,25,13,16,21,26,27,-6,0,West
8,1,18,0,1,1,0,4,5,11,6,15,6,25,14,16,22,26,28,-7,0,West
9,1,17,1,1,0,0,4,5,11,6,14,6,25,14,15,21,24,26,-8,0,South
10,1,16,1,1,1,0,3,5,11,5,15,6,25,15,13,21,24,26,-9,0,South
11,1,15,1,1,1,0,2,5,11,5,14,6,25,14,11,20,22,26,-10,0,South
12,1,14,1,1,1,0,2,4,11,4,15,6,25,13,11,20,22,24,-11,0,South
13,1,13,1,1,0,0,2,4,11,5,16,6,25,14,10,18,22,26,-12,0,South
14,1,12,1,1,1,0,2,3,11,4,16,6,25,15,10,18,21,28,-13,0,South
15,1,11,1,1,0,0,2,3,11,5,17,6,25,16,9,16,21,28,-14,0,South
16,1,10,1,1,0,0,1,3,11,4,16,6,24,16,7,16,19,30,-15,0,South
17,1,9,1,1,0,0,2,3,10,4,16,6,25,16,7,14,18,32,-16,0,South
18,1,8,1,1,0,0,2,3,9,4,17,6,25,17,6,12,18,34,-17,0,South
19,1,7,1,1,0,0,2,4,9,4,17,5,25,18,4,11,18,34,-18,0,South
20,1,6,1,1,1,0,2,3,9,5,17,6,25,17,4,9,16,35,-19,0,South
21,2,6,0,1,1,1,2,3,8,5,16,6,25,17,3,7,14,34,-20,0,East
22,3,6,1,1,1,1,1,3,8,6,16,6,25,17,5,5,13,34,-21,0,East
23,3,5,1,1,1,1,1,4,7,6,17,6,25,18,3,5,15,34,-22,0,South
24,3,4,1,1,1,1,1,5,7,6,18,6,24,18,3,6,17,34,-23,0,South
25,2,4,1,1,1,1,1,5,8,6,18,5,23,18,2,8,17,36,-24,0,West
26,2,5,1,1,1,1,1,1,8,7,17,5,24,18,?,8,15,36,175,0,North
27,2,6,0,1,1,1,1,1,8,7,17,6,25,18,?,7,15,34,174,0,North
28,1,6,1,1,1,0,1,1,9,7,16,6,24,18,?,9,15,35,173,0,West
29,1,6,1,1,1,0,1,1,10,7,16,6,24,18,?,10,15,34,172,0,West
30,2,6,0,1,1,1,1,1,10,8,16,6,23,18,?,10,14,33,171,0,East
31,3,6,1,1,1,1,1,1,10,7,16,6,23,18,?,8,13,32,170,0,East
32,4,6,1,1,1,1,1,1,9,7,15,6,23,18,?,6,11,31,169,0,East
33,5,6,1,1,1,1,1,1,9,7,14,6,23,18,?,5,9,31,168,0,East
34,5,7,1,1,1,1,1,1,9,8,14,6,24,18,?,5,10,31,167,0,North
35,6,7,1,1,0,1,1,1,10,8,15,6,25,18,?,5,10,30,166,0,East
36,6,7,1,1,0,1,1,1,10,8,16,6,25,18,?,5,11,29,165,0,East
37,6,7,1,1,0,1,1,1,9,8,16,6,24,18,?,4,11,28,164,0,East
38,6,6,1,0,1,1,1,1,8,8,16,6,23,18,?,4,10,28,163,0,South
39,7,6,0,0,1,1,1,1,8,7,17,6,22,18,?,2,10,26,162,0,East
40,8,6,1,1,1,1,1,1,8,8,17,6,21,18,?,2,9,24,161,0,East
41,8,7,1,1,1,0,1,1,9,8,17,6,20,18,?,2,10,24,160,0,North
42,8,8,1,1,1,0,1,1,3,1,16,6,21,18,?,?,10,22,359,0,North
43,8,9,1,1,1,0,1,1,3,1,17,6,20,18,?,?,12,21,358,0,North
44,9,9,1,1,1,1,1,1,3,1,17,6,20,18,?,?,11,19,357,0,East
45,10,9,1,1,1,1,1,1,3,1,17,6,19,18,?,?,10,18,356,0,East
46,10,10,1,1,1,1,1,1,3,1,17,6,19,18,?,?,11,18,355,0,North
47,10,11,1,1,1,1,1,1,3,1,18,6,20,18,?,?,13,17,354,0,North
48,11,11,1,1,0,1,1,1,3,1,17,6,20,18,?,?,11,16,353,0,East
49,11,11,1,1,0,1,1,1,3,1,16,6,20,18,?,?,10,17,352,0,East
50,11,10,1,1,0,1,1,1,3,1,17,6,21,18,?,?,10,17,351,0,South
51,11,9,1,1,0,1,1,1,3,1,17,6,20,18,?,?,9,17,350,0,South
52,11,8,1,1,0,1,1,1,3,1,16,6,20,17,?,?,7,17,349,0,South
53,11,9,1,1,0,1,1,1,3,1,16,6,20,16,?,?,8,17,348,0,North
54,11,10,1,1,0,1,1,1,3,1,15,6,20,17,?,?,8,17,347,0,North
55,11,11,1,1,0,1,1,1,3,1,14,6,21,17,?,?,8,16,346,0,North
56,11,12,0,1,1,1,1,1,3,1,14,6,21,17,?,?,9,15,345,0,North
57,12,12,0,0,1,1,1,1,3,1,14,5,21,17,?,?,9,15,344,0,East
58,13,12,0,1,1,1,1,1,3,1,13,5,21,18,?,?,7,13,343,0,East
59,13,11,1,1,1,0,1,1,3,1,13,4,20,18,?,?,7,14,342,0,South
60,13,10,1,1,1,0,1,1,3,1,13,5,20,18,?,?,5,16,341,0,South
61,13,9,1,1,1,0,1,1,3,1,13,4,21,18,?,?,5,16,340,0,South
62,13,8,1,1,1,0,1,1,3,1,13,3,21,17,?,?,5,17,339,0,South
63,13,7,1,1,1,0,1,1,3,1,13,4,21,17,?,?,3,17,338,0,South
64,13,6,1,1,1,0,1,1,3,1,13,4,20,17,?,?,2,17,337,0,South
65,13,5,1,1,1,0,1,1,3,1,14,4,19,17,?,?,2,17,336,0,South
66,13,4,1,1,1,0,1,1,3,1,14,4,18,17,?,?,1,19,335,0,South
67,13,3,1,0,1,0,1,1,3,1,14,4,19,17,?,?,2,20,334,0,South
68,13,4,1,1,1,0,1,1,3,1,15,4,19,17,?,?,2,20,333,0,North
69,14,4,1,1,1,1,1,1,3,1,15,3,19,18,?,?,2,18,332,0,East
70,15,4,0,1,1,1,1,1,3,1,15,3,18,18,?,?,1,18,331,0,East
71,16,4,0,1,1,1,1,1,3,1,15,3,19,18,?,?,2,16,330,0,East
72,17,4,1,1,1,1,1,1,3,1,15,4,18,18,?,?,2,14,329,0,East
73,17,3,1,0,1,1,1,1,3,1,16,4,18,17,?,?,2,16,328,0,South
74,16,3,1,0,1,1,1,1,3,1,15,4,18,18,?,?,2,17,327,0,West
75,16,4,0,1,1,1,1,1,3,1,15,3,18,18,?,?,2,17,326,0,North
76,16,4,0,1,1,1,1,1,3,1,15,4,19,18,?,?,1,18,325,0,North
77,16,4,0,1,1,1,1,1,3,1,15,4,20,18,?,?,1,17,324,0,North
78,15,4,0,1,1,1,1,1,3,1,5,1,20,17,?,?,?,17,523,0,West
79,14,4,1,1,1,1,1,1,3,1,5,1,19,17,?,?,?,19,522,0,West
80,13,4,1,1,1,0,1,1,3,1,5,1,20,17,?,?,?,21,521,0,West
81,13,5,1,1,1,0,1,1,3,1,5,1,21,17,?,?,?,19,520,0,North
82,13,6,1,1,1,0,1,1,3,1,5,1,21,16,?,?,?,19,519,0,North
83,13,7,1,1,1,0,1,1,3,1,5,1,21,17,?,?,?,17,518,0,North
84,13,8,1,1,1,0,1,1,3,1,5,1,20,17,?,?,?,15,517,0,North
85,13,9,1,1,1,0,1,1,3,1,5,1,19,17,?,?,?,13,516,0,North
86,13,10,1,1,1,0,1,1,3,1,5,1,18,17,?,?,?,12,515,0,North
87,13,11,1,1,1,0,1,1,3,1,5,1,18,17,?,?,?,10,514,0,North
88,14,11,1,1,1,1,1,1,3,1,5,1,17,17,?,?,?,10,513,0,East
89,15,11,1,1,1,1,1,1,3,1,5,1,18,17,?,?,?,10,512,0,East
90,16,11,1,1,1,1,1,1,3,1,5,1,19,17,?,?,?,8,511,0,East
91,17,11,1,1,1,1,1,1,3,1,5,1,18,17,?,?,?,8,510,0,East
92,18,11,1,1,1,1,1,1,3,1,5,1,19,17,?,?,?,6,509,0,East
93,18,12,1,1,1,1,1,1,3,1,5,1,18,17,?,?,?,6,508,0,North
94,18,13,1,1,1,1,1,1,3,1,5,1,18,18,?,?,?,5,507,0,North
95,18,14,0,1,1,1,1,1,3,1,5,1,18,18,?,?,?,5,506,0,North
96,17,14,1,1,1,1,1,1,3,1,5,1,19,18,?,?,?,7,505,0,West
97,17,15,1,1,0,1,1,1,3,1,5,1,20,18,?,?,?,5,504,0,North
98,17,16,1,1,0,1,1,1,3,1,5,1,20,17,?,?,?,4,503,0,North
99,17,17,1,1,1,1,1,1,3,1,5,1,20,17,?,?,?,4,502,0,North
100,17,18,0,1,1,1,1,1,3,1,5,1,20,18,?,?,?,3,501,0,North
4,2,18,0,0,1,1,5,9,11,3,17,6,25,13,12,24,27,28,-3,0,East
5,3,18,0,0,1,1,5,9,11,3,17,6,25,13,11,23,26,27,-4,0,East
6,4,18,0,0,1,1,5,9,11,3,17,6,25,13,10,22,25,26,-5,0,East
7,3,18,0,0,1,1,5,9,11,3,17,6,25,13,11,23,26,27,-6,0,West
8,2,18,0,0,1,1,5,9,11,3,17,6,25,13,12,24,27,28,-7,0,West
9,1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,-8,0,West
10,1,17,1,1,0,0,5,9,11,3,17,6,25,13,12,24,27,28,-9,0,South
11,1,16,1,1,1,0,5,9,11,3,17,6,25,13,11,23,26,27,-10,0,South
12,1,15,1,1,1,0,5,9,11,3,17,6,25,13,10,22,25,26,-11,0,South
13,1,14,1,1,1,0,5,9,11,3,17,6,25,13,9,21,24,25,-12,0,South
14,1,13,1,1,0,0,5,9,11,3,17,6,25,13,8,20,23,24,-13,0,South
15,1,12,1,1,1,0,5,9,11,3,17,6,25,13,7,19,22,25,-14,0,South
16,1,11,1,1,0,0,5,9,11,3,17,6,25,13,6,18,21,26,-15,0,South
17,1,10,1,1,0,0,5,9,11,3,17,6,25,13,5,17,20,27,-16,0,South
18,1,9,1,1,0,0,5,9,11,3,17,6,25,13,4,16,19,28,-17,0,South
19,1,8,1,1,0,0,5,9,11,3,17,6,25,13,5,15,18,29,-18,0,South
20,1,7,1,1,0,0,5,9,11,3,17,6,25,13,6,14,17,30,-19,0,South
21,1,6,1,1,1,0,5,9,11,3,17,6,25,13,7,13,16,31,-20,0,South
22,2,6,0,1,1,1,5,9,11,3,17,6,25,13,6,12,15,30,-21,0,East
23,3,6,1,1,1,1,5,9,11,3,17,6,25,13,5,11,14,29,-22,0,East
24,4,6,1,1,1,1,5,9,11,3,17,6,25,13,4,10,13,28,-23,0,East
25,4,7,1,1,1,1,5,9,11,3,17,6,25,13,3,11,14,27,-24,0,North
26,4,8,1,1,1,1,5,9,11,3,17,6,25,13,2,12,15,26,-25,0,North
27,4,9,1,1,1,1,5,9,11,3,17,6,25,13,1,13,16,25,-26,0,North
28,4,10,0,1,1,1,5,9,11,3,17,6,25,13,2,14,17,24,-27,0,North
29,4,9,1,1,1,1,5,9,11,3,17,6,25,13,1,13,16,25,-28,0,South
30,4,8,1,1,1,1,5,9,11,3,17,6,25,13,2,12,15,26,-29,0,South
31,5,8,1,1,1,1,5,9,11,3,17,6,25,13,1,11,14,25,-30,0,East
32,6,8,1,1,0,1,5,9,11,3,17,6,25,13,2,10,13,24,-31,0,East
33,6,9,1,1,0,1,5,9,11,3,17,6,25,13,1,11,14,23,-32,0,North
34,5,9,1,1,1,1,1,1,11,3,17,6,25,13,?,12,15,24,167,0,West
35,4,9,1,1,1,1,1,1,11,3,17,6,25,13,?,13,16,25,166,0,West
36,4,8,1,1,1,1,1,1,11,3,17,6,25,13,?,12,15,26,165,0,South
37,5,8,1,1,1,1,1,1,11,3,17,6,25,13,?,11,14,25,164,0,East
38,6,8,1,1,0,1,1,1,11,3,17,6,25,13,?,10,13,24,163,0,East
39,6,7,1,1,0,1,1,1,11,3,17,6,25,13,?,9,12,25,162,0,South
40,6,6,1,0,1,1,1,1,11,3,17,6,25,13,?,8,11,26,161,0,South
41,7,6,0,0,1,1,1,1,11,3,17,6,25,13,?,7,10,25,160,0,East
42,8,6,1,1,1,1,1,1,11,3,17,6,25,13,?,6,9,24,159,0,East
43,8,5,1,1,1,0,1,1,11,3,17,6,25,13,?,5,10,25,158,0,South
44,9,5,1,1,1,1,1,1,11,3,17,6,25,13,?,4,9,24,157,0,East
45,10,5,1,1,1,1,1,1,11,3,17,6,25,13,?,3,8,23,156,0,East
46,10,4,1,1,1,1,1,1,11,3,17,6,25,13,?,2,9,24,155,0,South
47,11,4,1,1,0,1,1,1,11,3,17,6,25,13,?,1,8,23,154,0,East
48,11,4,1,1,0,1,1,1,11,3,17,6,25,13,?,1,8,23,153,0,East
49,11,4,1,1,0,1,1,1,11,3,17,6,25,13,?,1,8,23,152,0,East
50,11,3,1,0,0,1,1,1,3,1,17,6,25,13,?,?,9,24,351,0,South
51,11,4,1,1,0,1,1,1,3,1,17,6,25,13,?,?,8,23,350,0,North
52,11,5,1,1,0,1,1,1,3,1,17,6,25,13,?,?,7,22,349,0,North
53,11,6,1,1,0,1,1,1,3,1,17,6,25,13,?,?,6,21,348,0,North
54,11,7,1,1,0,1,1,1,3,1,17,6,25,13,?,?,7,20,347,0,North
55,11,8,1,1,0,1,1,1,3,1,17,6,25,13,?,?,8,19,346,0,North
56,11,9,1,1,0,1,1,1,3,1,17,6,25,13,?,?,9,18,345,0,North
57,11,10,1,1,0,1,1,1,3,1,17,6,25,13,?,?,10,17,344,0,North
58,11,11,1,1,0,1,1,1,3,1,17,6,25,13,?,?,11,16,343,0,North
59,11,12,0,1,1,1,1,1,3,1,17,6,25,13,?,?,12,15,342,0,North
60,12,12,0,0,1,1,1,1,3,1,17,6,25,13,?,?,11,14,341,0,East
61,13,12,0,1,1,1,1,1,3,1,17,6,25,13,?,?,10,13,340,0,East
62,14,12,1,1,1,1,1,1,3,1,17,6,25,13,?,?,9,12,339,0,East
63,15,12,0,1,1,1,1,1,3,1,17,6,25,13,?,?,8,11,338,0,East
64,15,11,1,1,1,1,1,1,3,1,17,6,25,13,?,?,7,12,337,0,South
65,15,10,1,0,1,1,1,1,3,1,17,6,25,13,?,?,6,13,336,0,South
66,14,10,1,1,1,1,1,1,3,1,17,6,25,13,?,?,7,14,335,0,West
67,14,9,1,1,0,1,1,1,3,1,17,6,25,13,?,?,6,15,334,0,South
68,14,8,1,1,1,1,1,1,3,1,17,6,25,13,?,?,5,16,333,0,South
69,14,7,1,1,0,1,1,1,3,1,17,6,25,13,?,?,4,17,332,0,South
70,14,6,1,1,1,1,1,1,3,1,17,6,25,13,?,?,3,18,331,0,South
71,15,6,0,0,1,1,1,1,3,1,17,6,25,13,?,?,2,17,330,0,East
72,16,6,0,0,1,1,1,1,3,1,17,6,25,13,?,?,1,16,329,0,East
73,17,6,0,1,1,1,1,1,3,1,5,1,25,13,?,?,?,15,528,0,East
74,18,6,0,1,1,1,1,1,3,1,5,1,25,13,?,?,?,14,527,0,East
75,17,6,0,1,1,1,1,1,3,1,5,1,25,13,?,?,?,15,526,0,West
76,16,6,0,0,1,1,1,1,3,1,5,1,25,13,?,?,?,16,525,0,West
77,15,6,0,0,1,1,1,1,3,1,5,1,25,13,?,?,?,17,524,0,West
78,14,6,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,18,523,0,West
79,14,7,1,1,0,1,1,1,3,1,5,1,25,13,?,?,?,17,522,0,North
80,14,8,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,16,521,0,North
81,14,9,1,1,0,1,1,1,3,1,5,1,25,13,?,?,?,15,520,0,North
82,14,10,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,14,519,0,North
83,15,10,1,0,1,1,1,1,3,1,5,1,25,13,?,?,?,13,518,0,East
84,16,10,1,0,1,1,1,1,3,1,5,1,25,13,?,?,?,12,517,0,East
85,17,10,1,0,1,1,1,1,3,1,5,1,25,13,?,?,?,11,516,0,East
86,18,10,1,0,1,1,1,1,3,1,5,1,25,13,?,?,?,10,515,0,East
87,18,11,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,9,514,0,North
88,18,12,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,8,513,0,North
89,19,12,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,7,512,0,East
90,20,12,1,1,0,1,1,1,3,1,5,1,25,13,?,?,?,6,511,0,East
91,20,13,1,1,0,1,1,1,3,1,5,1,25,13,?,?,?,5,510,0,North
92,20,14,1,1,0,1,1,1,3,1,5,1,25,13,?,?,?,6,509,0,North
93,20,15,1,1,1,0,1,1,3,1,5,1,25,13,?,?,?,7,508,0,North
94,21,15,1,0,1,1,1,1,3,1,5,1,25,13,?,?,?,6,507,0,East
95,22,15,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,5,506,0,East
96,23,15,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,4,505,0,East
97,24,15,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,3,504,0,East
98,25,15,1,1,0,1,1,1,3,1,5,1,25,13,?,?,?,2,503,0,East
5,13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,-4,0,East
6,14,10,1,1,1,1,5,6,5,12,13,6,13,12,13,11,5,3,-5,0,East
7,14,11,1,1,1,1,5,6,5,12,13,6,13,12,14,10,6,2,-6,0,North
8,14,12,1,1,1,1,5,6,5,12,13,6,13,12,15,9,7,1,-7,0,North
9,13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,?,192,0,West
10,12,12,1,1,1,1,5,6,5,12,13,6,7,1,13,7,7,?,191,0,West
11,11,12,1,1,1,1,5,6,5,12,13,6,7,1,12,6,8,?,190,0,West
12,10,12,1,1,1,1,5,6,5,12,13,6,7,1,11,5,9,?,189,0,West
13,9,12,1,1,1,1,5,6,5,12,13,6,7,1,10,4,10,?,188,0,West
14,8,12,1,1,1,1,5,6,5,12,13,6,7,1,9,3,11,?,187,0,West
15,7,12,1,1,1,1,5,6,5,12,13,6,7,1,8,2,12,?,186,0,West
16,6,12,1,1,1,1,5,6,5,12,13,6,7,1,7,1,13,?,185,0,West
17,5,12,1,1,1,1,5,6,3,1,13,6,7,1,6,?,14,?,384,0,West
18,5,11,1,0,1,1,5,6,3,1,13,6,7,1,5,?,13,?,383,0,South
19,5,11,1,0,1,1,5,6,3,1,13,6,7,1,5,?,13,?,382,0,South
20,6,11,1,1,1,1,5,6,3,1,13,6,7,1,6,?,12,?,381,0,East
21,7,11,1,1,1,1,5,6,3,1,13,6,7,1,7,?,11,?,380,0,East
22,7,10,1,1,1,1,5,6,3,1,13,6,7,1,6,?,10,?,379,0,South
23,7,9,1,1,1,1,5,6,3,1,13,6,7,1,5,?,9,?,378,0,South
24,7,8,1,1,1,1,5,6,3,1,13,6,7,1,4,?,8,?,377,0,South
25,7,7,1,1,1,1,5,6,3,1,13,6,7,1,3,?,7,?,376,0,South
26,7,6,1,1,1,1,5,6,3,1,13,6,7,1,2,?,6,?,375,0,South
27,6,6,1,1,1,1,5,6,3,1,13,6,7,1,1,?,7,?,374,0,West
28,6,5,1,1,1,1,5,6,3,1,13,6,7,1,2,?,8,?,373,0,South
29,5,5,1,1,1,1,5,6,3,1,13,6,7,1,1,?,9,?,372,0,West
30,4,5,1,1,1,1,5,6,3,1,13,6,7,1,2,?,10,?,371,0,West
31,4,6,1,1,1,1,5,6,3,1,13,6,7,1,1,?,9,?,370,0,North
32,5,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,8,?,569,0,East
33,6,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,7,?,568,0,East
34,7,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,6,?,567,0,East
35,8,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,5,?,566,0,East
36,9,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,4,?,565,0,East
37,10,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,3,?,564,0,East
38,11,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,2,?,563,0,East
3,2,18,0,0,1,1,5,9,11,3,17,6,25,7,12,24,27,34,-2,0,East
4,3,18,0,0,1,1,5,9,11,3,17,6,25,7,11,23,26,33,-3,0,East
