@relation distance_raw_data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-L5

@attribute 'Legal action North' {False,True}
@attribute 'Legal action South' {False,True}
@attribute 'Legal action East' {False,True}
@attribute 'Legal action West' {False,True}
@attribute 'North ghost' numeric
@attribute 'South ghost' numeric
@attribute 'East ghost' numeric
@attribute 'West ghost' numeric
@attribute 'North dot' numeric
@attribute 'South dot' numeric
@attribute 'East dot' numeric
@attribute 'West dot' numeric
@attribute 'Pacman direction' {North,South,East,West,Stop}
@attribute 'Current score' numeric
@attribute 'Future score' numeric

@data
False,True,True,True,?,14,14,12,?,20,20,18,East,78,77
True,True,True,True,13,15,15,13,21,21,21,19,East,77,176
True,True,True,True,?,?,?,?,19,21,21,19,South,176,175
True,True,True,True,?,?,?,?,19,21,21,19,West,175,174
True,True,True,True,?,?,?,?,17,19,19,17,West,174,173
False,True,True,True,?,?,?,?,?,17,17,15,North,173,172
True,True,True,True,?,?,?,?,17,17,17,15,West,172,171
False,True,True,True,?,?,?,?,?,15,15,13,West,171,170
False,False,True,True,?,?,?,?,?,?,15,13,West,170,169
False,True,True,True,?,?,?,?,?,12,14,12,West,169,168
True,True,True,True,?,?,?,?,13,11,13,11,West,168,167
True,True,True,True,?,?,?,?,11,9,11,9,West,167,166
True,True,True,True,?,?,?,?,11,9,11,11,West,166,165
True,True,True,False,?,?,?,?,10,8,10,?,South,165,164
True,True,True,False,?,?,?,?,9,7,9,?,South,164,163
True,True,True,False,?,?,?,?,8,6,8,?,South,163,162
True,True,True,False,?,?,?,?,7,5,7,?,South,162,161
True,True,True,False,?,?,?,?,6,4,6,?,South,161,160
True,True,True,True,?,?,?,?,6,6,6,4,South,160,159
False,False,True,True,?,?,?,?,?,?,6,4,West,159,158
True,False,True,True,?,?,?,?,5,?,5,3,West,158,157
True,True,True,True,?,?,?,?,4,2,4,2,West,157,156
True,True,True,True,?,?,?,?,4,2,4,4,West,156,155
True,True,True,True,?,?,?,?,1,3,3,1,North,155,154
True,True,True,True,?,?,?,?,1,3,3,1,North,154,353
True,True,True,False,?,?,?,?,6,4,6,?,West,353,352
True,True,True,False,?,?,?,?,8,6,8,?,North,352,351
True,True,True,False,?,?,?,?,6,4,6,?,South,351,350
True,True,True,False,?,?,?,?,4,2,4,?,South,350,349
True,True,True,True,?,?,?,?,4,2,2,4,South,349,348
True,True,True,True,?,?,?,?,3,1,3,1,South,348,347
True,True,True,True,?,?,?,?,3,3,3,1,South,347,346
True,True,True,True,?,?,?,?,2,2,2,0,West,346,545
True,True,True,False,?,?,?,?,1,3,3,?,West,545,744
True,True,True,False,?,?,?,?,4,6,4,?,North,744,743
True,True,True,True,?,?,?,?,2,4,2,4,East,743,742
True,True,True,True,?,?,?,?,2,2,0,2,East,742,741
True,True,True,True,?,?,?,?,2,4,2,4,South,741,740
True,True,True,True,?,?,?,?,1,3,1,3,East,740,739
True,True,True,True,?,?,?,?,1,3,1,3,North,739,738
True,True,False,True,?,?,?,?,1,3,?,3,East,738,737
True,True,False,True,?,?,?,?,2,4,?,4,East,737,736
True,True,False,True,?,?,?,?,1,3,?,3,East,736,735
True,True,True,True,?,?,?,?,1,3,1,3,North,735,734
True,False,True,True,?,?,?,?,0,?,2,2,East,734,733
False,False,True,True,?,?,?,?,?,?,3,1,East,733,732
True,True,True,True,?,?,?,?,5,5,5,3,East,732,731
True,True,True,False,?,?,?,?,6,4,6,?,North,731,730
True,True,True,False,?,?,?,?,8,6,8,?,North,730,729
True,True,True,False,?,?,?,?,9,7,9,?,North,729,728
True,True,True,False,?,?,?,?,7,5,7,?,South,728,727
True,True,True,False,?,?,?,?,6,4,6,?,South,727,726
True,True,True,True,?,?,?,?,5,5,5,3,South,726,725
False,False,True,True,?,?,?,?,?,?,3,1,West,725,724
False,False,True,True,?,?,?,?,?,?,5,7,East,-5,-6
False,False,True,True,?,?,?,?,?,?,3,5,East,-6,-7
False,False,True,True,?,?,?,?,?,?,2,4,East,-7,-8
False,False,True,True,?,?,?,?,?,?,1,3,East,-8,191
False,False,True,True,?,?,?,?,?,?,5,7,East,191,190
False,True,True,True,?,?,?,?,?,4,6,6,East,190,189
True,True,False,False,?,?,?,?,4,2,?,?,South,189,188
True,True,True,True,?,?,?,?,2,2,0,2,South,188,387
False,True,True,True,?,?,?,?,?,4,2,4,West,387,386
False,True,True,True,?,?,?,?,?,4,4,6,West,386,385
True,False,True,True,?,?,?,?,6,?,4,6,South,385,384
True,False,True,True,?,?,?,?,4,?,4,6,East,384,383
True,False,True,True,?,?,?,?,4,?,4,6,East,383,382
True,False,True,True,?,?,?,?,2,?,2,4,East,382,381
True,False,True,True,?,?,?,?,0,?,2,2,East,381,380
True,False,True,True,?,?,?,?,2,?,2,0,East,380,379
False,True,True,True,?,?,?,?,?,2,2,0,North,379,378
False,True,True,True,?,?,?,?,?,2,2,0,East,378,577
False,True,True,True,?,?,?,?,?,11,9,11,West,577,576
True,False,True,True,?,?,?,?,10,?,10,12,South,576,575
True,False,True,True,?,?,?,?,10,?,10,12,South,575,574
True,False,True,True,?,?,?,?,8,?,8,10,East,574,573
True,False,True,True,?,?,?,?,8,?,8,10,East,573,572
True,False,True,True,?,?,?,?,6,?,6,8,East,572,571
True,False,True,True,?,?,?,?,6,?,6,8,East,571,570
True,True,True,True,?,?,?,?,5,7,5,7,North,570,569
True,True,False,False,?,?,?,?,4,6,?,?,North,569,568
False,True,True,True,?,?,?,?,?,5,3,5,North,568,567
False,False,True,True,?,?,?,?,?,?,3,5,East,567,566
False,True,True,True,?,?,?,?,?,3,1,3,East,566,565
False,False,True,True,?,?,?,?,?,?,4,6,East,-3,-4
False,False,True,True,?,?,?,?,?,?,3,5,East,-4,-5
False,False,True,True,?,?,?,?,?,?,1,3,East,-5,194
False,False,True,True,?,?,?,?,?,?,6,8,East,194,193
False,False,True,True,?,?,?,?,?,?,4,6,East,193,192
False,True,True,True,?,?,?,?,?,2,4,4,East,192,191
True,True,False,False,?,?,?,?,4,2,?,?,South,191,190
True,True,True,True,?,?,?,?,3,3,3,1,South,190,189
False,True,True,True,?,?,?,?,?,3,3,1,West,189,188
False,True,True,True,?,?,?,?,?,2,2,0,West,188,387
False,True,True,True,?,?,?,?,?,7,7,9,West,387,386
False,True,True,True,?,?,?,?,?,5,5,7,East,386,385
False,True,True,True,?,?,?,?,?,4,4,6,East,385,384
True,True,True,True,?,?,?,?,5,3,3,5,East,384,383
False,True,True,True,?,?,?,?,?,2,2,4,East,383,382
True,False,True,True,?,?,?,?,2,?,2,4,South,382,381
True,False,True,True,?,?,?,?,2,?,2,4,East,381,380
True,False,True,True,?,?,?,?,1,?,1,3,East,380,379
True,False,True,True,?,?,?,?,1,?,3,1,East,379,578
False,True,True,True,?,?,?,?,?,7,5,7,North,578,577
False,True,True,True,?,?,?,?,?,6,4,6,East,577,576
False,False,True,True,?,?,?,?,?,?,3,5,East,-4,-5
False,False,True,True,?,?,?,?,?,?,3,5,East,-5,-6
False,False,True,True,?,?,?,?,?,?,1,3,East,-6,-7
False,False,True,True,?,?,?,?,?,?,0,2,East,-7,192
False,False,True,True,?,?,?,?,?,?,2,4,East,192,191
False,True,True,True,?,?,?,?,?,2,0,2,East,191,390
False,False,True,True,?,?,?,?,?,?,7,9,East,390,389
False,False,True,True,?,?,?,?,?,?,5,7,East,389,388
False,False,True,True,?,?,?,?,?,?,5,7,East,388,387
False,False,True,True,?,?,?,?,?,?,4,6,East,387,386
False,False,True,True,?,?,?,?,?,?,3,5,East,386,385
False,False,True,True,?,?,?,?,?,?,2,4,East,385,384
False,True,True,True,?,?,?,?,?,4,2,4,East,384,383
True,True,False,False,?,?,?,?,2,4,?,?,South,383,382
True,True,True,True,?,?,?,?,5,5,3,5,South,382,481
False,True,True,True,?,?,?,?,?,5,3,5,West,481,480
True,True,True,True,?,?,?,?,2,4,4,4,East,480,479
False,True,True,True,?,?,?,?,?,4,2,4,East,479,478
True,True,True,True,?,?,?,?,4,2,2,4,East,478,477
False,True,True,True,?,?,?,?,?,1,1,3,East,477,476
True,True,False,True,?,?,?,?,3,1,?,1,East,476,475
True,True,False,True,?,?,?,?,2,2,?,0,East,475,474
True,False,False,True,?,?,?,?,2,?,?,0,South,474,673
True,False,True,True,?,?,?,?,5,?,7,5,West,673,672
True,False,True,True,?,?,?,?,3,?,5,5,West,672,671
True,True,True,True,?,?,?,?,3,5,5,3,North,671,670
True,True,False,False,?,?,?,?,3,3,?,?,North,670,669
False,True,True,True,?,?,?,?,?,4,4,2,North,669,668
False,False,True,True,?,?,?,?,?,?,4,2,West,668,667
False,True,True,True,?,?,?,?,?,1,3,3,West,667,666
True,True,False,False,?,?,?,?,3,1,?,?,South,666,665
True,True,True,True,?,?,?,?,3,3,1,3,South,665,664
False,False,True,True,?,?,1,1,?,?,6,8,East,-4,-5
False,False,True,True,?,?,2,0,?,?,5,7,East,-5,-6
False,False,True,True,?,?,3,1,?,?,5,7,East,-6,93
False,False,True,True,?,?,?,?,?,?,4,6,East,93,92
False,False,True,True,?,?,?,?,?,?,3,5,East,92,91
False,True,True,True,?,?,?,?,?,3,5,5,East,91,90
False,False,True,True,?,?,?,?,?,?,5,3,East,90,89
False,False,True,True,?,?,?,?,?,?,3,5,East,89,88
False,False,True,True,?,?,?,?,?,?,1,3,East,88,87
False,False,True,True,?,?,?,?,?,?,1,3,East,87,86
False,False,True,True,?,?,?,?,?,?,1,3,East,86,85
False,False,True,True,?,?,?,?,?,?,1,3,East,85,484
False,True,True,True,?,?,?,?,?,4,6,6,East,484,483
False,False,True,True,?,?,?,?,?,?,8,6,East,483,482
False,True,True,True,?,?,?,?,?,6,8,6,East,482,481
True,True,False,False,?,?,?,?,7,5,?,?,South,481,480
True,True,True,True,?,?,?,?,7,5,7,5,South,480,479
False,True,True,True,?,?,?,?,?,4,6,4,West,479,478
True,True,True,True,?,?,?,?,6,4,6,4,West,478,577
False,True,True,True,?,?,?,?,?,4,6,4,West,577,576
False,True,True,True,?,?,?,?,?,4,4,2,West,576,575
False,True,True,True,?,?,?,?,?,4,4,2,West,575,574
True,False,True,True,?,?,?,?,4,?,6,4,South,574,573
True,False,True,True,?,?,?,?,2,?,4,2,West,573,572
True,False,True,True,?,?,?,?,0,?,2,2,West,572,571
True,False,True,True,?,?,?,?,2,?,4,2,West,571,570
False,True,True,True,?,?,?,?,?,2,2,0,North,570,769
True,True,True,True,?,?,?,?,4,4,2,4,West,769,768
False,True,True,True,?,?,?,?,?,4,2,4,West,768,767
True,True,True,True,?,?,?,?,4,4,2,4,East,767,766
False,True,True,True,?,?,?,?,?,4,2,4,East,766,765
False,True,True,True,?,?,?,?,?,4,2,4,East,765,764
False,True,True,True,?,?,?,?,?,4,2,4,East,764,763
False,True,True,True,?,?,?,?,?,4,2,4,East,763,762
False,True,True,True,?,?,?,?,?,2,2,4,East,762,761
False,True,True,True,?,?,?,?,?,0,2,2,East,761,760
True,True,True,True,?,?,?,?,2,2,2,0,East,760,759
False,True,True,True,?,?,?,?,?,3,3,1,East,759,758
True,False,True,True,?,?,?,?,2,?,4,2,South,758,757
True,False,True,True,?,?,?,?,2,?,4,2,West,757,756
False,False,True,True,?,?,1,1,?,?,8,6,East,-2,-3
False,False,True,True,?,?,2,0,?,?,6,8,East,-3,-4
False,False,True,True,?,?,3,1,?,?,5,7,East,-4,95
False,False,True,True,?,?,?,?,?,?,5,7,East,95,94
False,False,True,True,?,?,?,?,?,?,3,5,East,94,93
False,True,True,True,?,?,?,?,?,1,3,3,East,93,92
True,True,False,False,?,?,?,?,3,1,?,?,South,92,291
True,True,True,True,?,?,?,?,4,2,4,2,South,291,290
False,True,True,True,?,?,?,?,?,0,2,2,West,290,289
False,True,True,True,?,?,?,?,?,2,2,4,West,289,288
True,False,True,True,?,?,?,?,4,?,2,4,South,288,287
True,False,True,True,?,?,?,?,2,?,2,4,East,287,286
True,False,True,True,?,?,?,?,2,?,0,2,East,286,485
True,False,True,True,?,?,?,?,4,?,6,4,East,485,484
False,True,True,True,?,?,?,?,?,6,6,4,North,484,483
True,True,True,True,?,?,?,?,2,4,4,4,West,483,482
True,True,False,False,?,?,?,?,1,3,?,?,North,482,481
False,True,True,True,?,?,?,?,?,3,1,3,North,481,480
False,False,True,True,?,?,?,?,?,?,1,3,East,480,479
False,False,True,True,?,?,?,?,?,?,0,2,East,479,678
False,False,True,True,?,?,?,?,?,?,5,7,East,678,677
False,False,True,True,?,?,?,?,?,?,3,5,East,677,676
False,False,True,True,?,?,?,?,?,?,1,3,East,676,675
False,False,True,True,?,?,?,?,?,?,1,3,East,675,674
False,True,True,True,?,?,?,?,?,1,3,3,East,674,673
True,True,False,False,?,?,?,?,3,1,?,?,South,673,672
True,True,True,True,?,?,?,?,3,1,1,3,South,672,771
False,True,True,True,?,?,?,?,?,2,2,4,West,771,770
False,False,True,True,?,?,1,1,?,?,3,5,East,-12,-13
False,False,True,True,?,?,2,0,?,?,2,4,East,-13,-14
False,False,True,True,?,?,3,1,?,?,1,3,East,-14,85
False,False,True,True,?,?,?,?,?,?,1,3,East,85,284
False,False,True,True,?,?,?,?,?,?,1,3,East,284,283
False,True,True,True,?,?,?,?,?,2,0,2,East,283,482
False,False,True,True,?,?,?,?,?,?,8,6,East,482,481
False,False,True,True,?,?,?,?,?,?,8,6,East,481,480
False,False,True,True,?,?,?,?,?,?,8,6,West,480,479
False,True,True,True,?,?,?,?,?,6,8,8,West,479,478
True,True,False,False,?,?,?,?,6,4,?,?,South,478,477
True,True,True,True,?,?,?,?,5,5,3,5,South,477,476
False,True,True,True,?,?,?,?,?,4,2,4,East,476,475
False,True,True,True,?,?,?,?,?,4,2,4,East,475,474
False,True,True,True,?,?,?,?,?,1,1,3,East,474,473
False,True,True,True,?,?,?,?,?,1,3,1,East,473,472
False,True,True,True,?,?,?,?,?,1,1,3,East,472,771
False,True,True,True,?,?,?,?,?,3,5,3,East,771,770
True,False,True,True,?,?,?,?,5,?,5,3,South,770,769
False,False,True,True,?,?,1,1,?,?,3,5,East,-3,-4
False,False,True,True,?,?,2,0,?,?,1,3,East,-4,-5
False,False,True,True,?,?,3,1,?,?,1,3,East,-5,294
False,False,True,True,?,?,?,?,?,?,4,6,East,294,293
False,False,True,True,?,?,?,?,?,?,4,6,East,293,292
False,True,True,True,?,?,?,?,?,4,6,6,East,292,291
True,True,False,False,?,?,?,?,4,2,?,?,South,291,290
True,True,True,True,?,?,?,?,4,4,2,4,South,290,289
False,True,True,True,?,?,?,?,?,3,1,3,East,289,288
False,True,True,True,?,?,?,?,?,2,0,2,East,288,487
False,True,True,True,?,?,?,?,?,4,2,4,East,487,486
False,True,True,True,?,?,?,?,?,2,0,2,East,486,685
False,True,True,True,?,?,?,?,?,4,2,4,East,685,784
False,True,True,True,?,?,?,?,?,3,1,3,East,784,783
True,True,True,True,?,?,?,?,1,3,3,3,East,783,782
False,False,True,True,?,?,1,1,?,?,9,7,East,-11,-12
False,False,True,True,?,?,2,0,?,?,7,9,East,-12,-13
False,False,True,True,?,?,3,1,?,?,5,7,East,-13,86
False,False,True,True,?,?,?,?,?,?,5,7,East,86,85
False,False,True,True,?,?,?,?,?,?,3,5,East,85,84
False,True,True,True,?,?,?,?,?,2,4,4,East,84,83
False,False,True,True,?,?,?,?,?,?,4,6,West,83,82
False,False,True,True,?,?,?,?,?,?,4,6,West,82,81
False,False,True,True,?,?,?,?,?,?,4,6,West,81,80
False,False,True,True,?,?,?,?,?,?,6,4,West,80,79
False,False,True,True,?,?,?,?,?,?,5,3,West,79,78
False,True,True,False,?,?,?,?,?,3,5,?,West,78,77
True,True,False,False,?,?,?,?,3,1,?,?,South,77,276
True,True,True,False,?,?,?,?,5,5,3,?,South,276,275
False,True,True,True,?,?,?,?,?,5,3,5,East,275,274
False,True,True,True,?,?,?,?,?,3,1,3,East,274,273
False,True,True,True,?,?,?,?,?,3,1,3,East,273,272
False,True,True,True,?,?,?,?,?,3,1,3,East,272,271
False,True,True,True,?,?,?,?,?,3,1,3,East,271,670
True,True,True,True,?,?,?,?,9,7,7,9,East,670,669
False,True,True,True,?,?,?,?,?,6,6,8,East,669,668
True,False,True,True,?,?,?,?,6,?,6,8,South,668,667
True,False,True,True,?,?,?,?,4,?,4,6,East,667,666
True,False,True,True,?,?,?,?,3,?,3,5,East,666,665
True,False,True,True,?,?,?,?,2,?,2,4,East,665,664
False,False,True,True,?,?,1,1,?,?,3,5,East,-3,-4
False,False,True,True,?,?,2,0,?,?,3,5,East,-4,-5
False,False,True,True,?,?,3,1,?,?,2,4,East,-5,94
False,False,True,True,?,?,?,?,?,?,2,4,East,94,93
False,False,True,True,?,?,?,?,?,?,0,2,East,93,292
False,True,True,True,?,?,?,?,?,5,7,7,East,292,291
False,False,True,True,?,?,?,?,?,?,7,5,East,291,290
False,False,True,True,?,?,?,?,?,?,9,7,East,290,289
False,False,True,True,?,?,?,?,?,?,5,7,East,289,288
False,False,True,True,?,?,?,?,?,?,4,6,East,288,287
False,False,True,True,?,?,?,?,?,?,4,6,East,287,286
False,False,True,True,?,?,?,?,?,?,4,6,East,286,285
False,True,True,True,?,?,?,?,?,4,2,4,East,285,284
False,False,True,True,?,?,?,?,?,?,0,2,East,284,283
False,True,True,True,?,?,?,?,?,0,2,2,East,283,282
True,True,False,False,?,?,?,?,2,0,?,?,South,282,281
True,True,True,True,?,?,?,?,2,0,2,2,South,281,280
False,True,True,True,?,?,?,?,?,1,1,3,West,280,279
True,True,True,True,?,?,?,?,3,1,1,3,West,279,378
False,True,True,True,?,?,?,?,?,3,1,3,West,378,377
True,False,True,True,?,?,?,?,1,?,1,3,South,377,376
True,False,True,True,?,?,?,?,0,?,2,2,East,376,375
True,False,True,True,?,?,?,?,1,?,3,1,East,375,374
False,True,True,True,?,?,?,?,?,3,3,1,North,374,373
True,True,True,True,?,?,?,?,1,3,3,3,West,373,372
False,True,True,True,?,?,?,?,?,5,3,5,West,372,371
False,True,True,True,?,?,?,?,?,7,5,7,West,371,370
False,True,True,True,?,?,?,?,?,7,5,7,West,370,369
False,True,True,True,?,?,?,?,?,7,5,7,East,369,368
False,True,True,True,?,?,?,?,?,6,4,6,East,368,367
True,True,True,True,?,?,?,?,3,5,3,5,East,367,366
True,True,False,False,?,?,?,?,2,4,?,?,North,366,365
False,True,True,True,?,?,?,?,?,4,2,4,North,365,364
False,False,True,True,?,?,?,?,?,?,2,4,East,364,363
False,True,True,True,?,?,?,?,?,2,0,2,East,363,562
False,False,True,True,?,?,?,?,?,?,8,6,East,562,561
False,True,False,True,?,?,?,?,?,10,?,8,East,561,560
False,False,True,True,?,?,?,?,?,?,9,7,West,560,559
False,True,True,True,?,?,?,?,?,9,9,7,West,559,558
False,False,True,True,?,?,?,?,?,?,8,6,West,558,557
False,True,True,True,?,?,?,?,?,8,8,6,West,557,556
False,False,True,True,?,?,?,?,?,?,7,5,West,556,555
False,False,True,True,?,?,?,?,?,?,7,5,West,555,554
False,False,True,True,?,?,?,?,?,?,7,5,West,554,553
False,False,True,True,?,?,?,?,?,?,5,3,West,553,552
False,False,True,True,?,?,?,?,?,?,3,1,West,552,551
False,False,True,True,?,?,?,?,?,?,2,0,West,551,750
False,True,True,True,?,?,?,?,?,3,5,5,West,750,749
True,True,False,False,?,?,?,?,5,3,?,?,South,749,748
True,True,True,True,?,?,?,?,4,2,4,2,South,748,747
True,False,True,True,?,?,?,?,3,?,3,1,South,747,746
False,False,True,True,?,?,1,1,?,?,5,7,East,-4,-5
False,False,True,True,?,?,2,0,?,?,5,7,East,-5,-6
False,False,True,True,?,?,3,1,?,?,5,7,East,-6,93
False,False,True,True,?,?,?,?,?,?,4,6,East,93,92
False,False,True,True,?,?,?,?,?,?,3,5,East,92,91
False,True,True,True,?,?,?,?,?,4,2,4,East,91,90
True,True,False,False,?,?,?,?,4,2,?,?,South,90,89
True,True,True,True,?,?,?,?,3,1,3,1,South,89,88
False,True,True,True,?,?,?,?,?,1,3,1,West,88,87
False,True,True,True,?,?,?,?,?,1,3,1,West,87,86
True,False,True,True,?,?,?,?,2,?,2,0,South,86,285
True,False,True,True,?,?,?,?,7,?,7,9,West,285,284
True,False,True,True,?,?,?,?,7,?,7,9,West,284,283
True,False,True,True,?,?,?,?,6,?,6,8,East,283,282
True,False,True,True,?,?,?,?,4,?,4,6,East,282,281
True,False,True,True,?,?,?,?,4,?,4,6,East,281,280
False,True,True,True,?,?,?,?,?,4,2,4,North,280,279
False,True,True,True,?,?,?,?,?,5,3,5,North,279,278
True,True,True,True,?,?,?,?,3,5,5,5,East,278,277
True,True,False,False,?,?,?,?,3,5,?,?,North,277,276
False,True,True,True,?,?,?,?,?,5,3,5,North,276,275
False,False,True,True,?,?,?,?,?,?,2,4,East,275,274
False,False,True,True,?,?,?,?,?,?,2,4,East,274,273
False,False,True,True,?,?,?,?,?,?,2,4,East,273,272
False,False,True,True,?,?,?,?,?,?,2,4,East,272,271
False,False,True,True,?,?,?,?,?,?,1,3,East,271,270
False,False,True,True,?,?,?,?,?,?,1,3,East,270,269
False,True,True,True,?,?,?,?,?,2,0,2,East,269,268
True,True,False,False,?,?,?,?,2,4,?,?,South,268,267
True,True,True,True,?,?,?,?,5,3,3,5,South,267,366
False,True,True,True,?,?,?,?,?,4,4,6,West,366,365
True,True,True,True,?,?,?,?,5,3,3,5,East,365,364
False,True,True,True,?,?,?,?,?,2,2,4,East,364,363
True,True,True,True,?,?,?,?,3,3,1,3,East,363,362
True,False,True,True,?,?,?,?,2,?,0,2,South,362,561
True,False,True,True,?,?,?,?,1,?,1,3,East,561,760
False,True,True,True,?,?,?,?,?,5,3,3,North,760,759
False,True,True,True,?,?,?,?,?,4,4,2,North,759,758
True,True,False,True,?,?,?,?,2,4,?,4,East,758,757
False,False,True,True,?,?,1,1,?,?,7,7,East,-2,-3
False,False,True,True,?,?,2,0,?,?,6,8,East,-3,-4
False,False,True,True,?,?,3,1,?,?,4,6,East,-4,95
False,False,True,True,?,?,?,?,?,?,2,4,East,95,94
False,False,True,True,?,?,?,?,?,?,0,2,East,94,293
False,True,True,True,?,?,?,?,?,2,4,4,East,293,292
False,False,True,True,?,?,?,?,?,?,6,4,East,292,291
False,False,True,True,?,?,?,?,?,?,8,6,East,291,290
False,False,True,True,?,?,?,?,?,?,8,6,East,290,289
False,False,True,True,?,?,?,?,?,?,5,7,East,289,288
False,False,True,True,?,?,?,?,?,?,3,5,East,288,287
False,False,True,True,?,?,?,?,?,?,3,5,East,287,286
False,True,True,True,?,?,?,?,?,3,1,3,East,286,285
False,False,True,True,?,?,?,?,?,?,1,3,East,285,484
False,True,True,True,?,?,?,?,?,2,4,4,East,484,483
True,True,False,False,?,?,?,?,2,0,?,?,South,483,682
True,True,True,True,?,?,?,?,16,16,16,14,South,682,681
False,True,True,True,?,?,?,?,?,14,14,12,West,681,680
True,True,True,True,?,?,?,?,14,14,14,12,West,680,779
False,True,True,True,?,?,?,?,?,12,14,12,West,779,778
False,True,True,True,?,?,?,?,?,11,13,11,West,778,777
False,True,True,True,?,?,?,?,?,10,12,10,West,777,776
False,True,True,True,?,?,?,?,?,8,10,8,West,776,775
False,True,True,True,?,?,?,?,?,8,8,6,West,775,774
False,True,True,True,?,?,?,?,?,8,8,6,West,774,773
True,True,True,True,?,?,?,?,8,6,8,6,West,773,772
False,True,True,True,?,?,?,?,?,5,7,5,West,772,771
False,True,True,True,?,?,?,?,?,4,6,4,West,771,770
False,True,True,True,?,?,?,?,?,4,4,2,West,770,769
False,False,True,True,?,?,1,1,?,?,4,6,East,-3,-4
False,False,True,True,?,?,2,0,?,?,2,4,East,-4,-5
False,False,True,True,?,?,3,1,?,?,0,2,East,-5,294
False,False,True,True,?,?,?,?,?,?,4,6,East,294,293
False,False,True,True,?,?,?,?,?,?,2,4,East,293,292
False,True,True,True,?,?,?,?,?,2,4,4,East,292,291
False,False,True,True,?,?,?,?,?,?,4,2,East,291,290
False,False,True,True,?,?,?,?,?,?,6,4,East,290,289
False,False,True,True,?,?,?,?,?,?,8,6,East,289,288
False,False,True,True,?,?,?,?,?,?,5,7,East,288,287
False,False,True,True,?,?,?,?,?,?,3,5,East,287,286
False,False,True,True,?,?,?,?,?,?,1,3,East,286,285
False,True,True,True,?,?,?,?,?,2,0,2,East,285,284
False,False,True,True,?,?,?,?,?,?,0,2,East,284,483
False,True,True,True,?,?,?,?,?,3,5,5,East,483,482
True,True,False,False,?,?,?,?,4,2,?,?,South,482,481
True,True,True,True,?,?,?,?,3,1,3,1,South,481,480
False,True,True,True,?,?,?,?,?,0,2,2,West,480,479
True,True,True,True,?,?,?,?,3,1,1,3,West,479,578
False,True,True,True,?,?,?,?,?,4,4,2,West,578,577
True,False,True,True,?,?,?,?,3,?,1,3,South,577,576
True,False,True,True,?,?,?,?,3,?,1,3,East,576,575
True,False,True,True,?,?,?,?,1,?,1,3,East,575,574
True,False,True,True,?,?,?,?,3,?,3,5,West,574,573
True,False,True,True,?,?,?,?,4,?,6,4,West,573,572
True,False,True,True,?,?,?,?,4,?,4,2,West,572,571
True,False,True,True,?,?,?,?,2,?,2,0,West,571,770
True,False,True,True,?,?,?,?,10,?,10,12,West,770,769
False,True,True,True,?,?,?,?,?,10,8,10,North,769,768
False,True,True,True,?,?,?,?,?,9,7,9,East,768,767
False,True,True,True,?,?,?,?,?,8,6,8,East,767,766
False,True,True,True,?,?,?,?,?,7,5,7,East,766,765
True,True,True,True,?,?,?,?,3,5,3,5,East,765,764
False,False,True,True,?,?,1,1,?,?,6,8,East,-3,-4
False,False,True,True,?,?,2,0,?,?,4,6,East,-4,-5
False,False,True,True,?,?,3,1,?,?,4,6,East,-5,94
False,False,True,True,?,?,?,?,?,?,4,6,East,94,93
False,False,True,True,?,?,?,?,?,?,2,4,East,93,92
False,True,True,True,?,?,?,?,?,3,1,3,East,92,291
False,False,True,True,?,?,?,?,?,?,6,4,East,291,290
False,False,True,True,?,?,?,?,?,?,2,4,East,290,489
False,False,True,True,?,?,?,?,?,?,9,7,East,489,488
False,False,True,True,?,?,?,?,?,?,7,9,East,488,487
False,False,True,True,?,?,?,?,?,?,7,9,East,487,486
False,False,True,True,?,?,?,?,?,?,5,7,East,486,485
False,True,True,True,?,?,?,?,?,3,5,5,East,485,484
False,False,True,True,?,?,?,?,?,?,7,5,East,484,483
False,True,True,True,?,?,?,?,?,6,8,6,East,483,482
True,True,False,False,?,?,?,?,7,5,?,?,South,482,481
True,True,True,True,?,?,?,?,5,5,5,3,South,481,480
False,True,True,True,?,?,?,?,?,3,5,3,West,480,479
True,True,True,True,?,?,?,?,5,3,5,3,West,479,578
False,True,True,True,?,?,?,?,?,1,3,1,West,578,777
False,True,True,True,?,?,?,?,?,9,11,9,West,777,776
True,False,True,True,?,?,?,?,9,?,9,7,South,776,775
True,False,True,True,?,?,?,?,8,?,8,6,West,775,774
True,False,True,True,?,?,?,?,8,?,8,6,West,774,773
True,False,True,True,?,?,?,?,7,?,7,5,West,773,772
True,False,True,True,?,?,?,?,6,?,6,4,West,772,771
True,False,True,True,?,?,?,?,4,?,4,2,West,771,770
True,False,True,True,?,?,?,?,4,?,4,2,West,770,769
True,False,True,True,?,?,?,?,2,?,4,2,West,769,768
True,False,True,True,?,?,?,?,0,?,2,2,West,768,767
True,False,True,True,?,?,?,?,2,?,0,2,West,767,766
False,True,True,True,?,?,?,?,?,2,0,2,North,766,765
False,True,True,True,?,?,?,?,?,1,1,3,North,765,764
False,True,True,True,?,?,?,?,?,0,2,2,North,764,763
False,True,True,True,?,?,?,?,?,2,4,2,East,763,762
False,True,True,True,?,?,?,?,?,3,5,3,East,762,761
True,False,True,True,?,?,?,?,5,?,5,3,South,761,760
True,False,True,True,?,?,?,?,3,?,5,3,West,760,759
